title,address,price,duzenle,m2,rooms,furnished
Apartment Kerkstraat 4,3581 RD Utrecht (Buiten Wittevrouwen),"€1,700 per month",77 m²/2 rooms/Upholstered,77 m²,2 rooms,Upholstered
Apartment Buys Ballotstraat,"3572 ZN Utrecht (Zeeheldenbuurt, Hengeveldstraat en omgeving)","€2,800 per month",186 m²/5 rooms/Upholstered or furnished,186 m²,5 rooms,Upholstered or furnished
Room Predikherenkerkhof,3512 TJ Utrecht (Breedstraat en Plompetorengracht en omgeving),€985 per month,17 m²/1 room/Upholstered or furnished,17 m²,1 room,Upholstered or furnished
House Jan Pieterszoon Coenstraat 39,3531 EM Utrecht (Lombok-West),"€2,250 per month",100 m²/4 rooms/Furnished,100 m²,4 rooms,Furnished
Apartment Catharijnesingel,3511 GN Utrecht (Hooch Boulandt),"€2,250 per month",85 m²/3 rooms/Upholstered,85 m²,3 rooms,Upholstered
House Adriaen van Ostadelaan,3583 AM Utrecht (Rubenslaan en omgeving),"€2,250 per month",143 m²/6 rooms/Furnished,143 m²,6 rooms,Furnished
House Buys Ballotstraat,"3572 ZR Utrecht (Zeeheldenbuurt, Hengeveldstraat en omgeving)","€3,750 per month",273 m²/9 rooms/Furnished,273 m²,9 rooms,Furnished
Apartment Herculeslaan,3584 AB Utrecht (Galgenwaard en omgeving),"€2,495 per month",130 m²/3 rooms/Furnished,130 m²,3 rooms,Furnished
Apartment Victor Hugoplantsoen,3533 CE Utrecht (Halve Maan-Noord),"€1,475 per month",65 m²/3 rooms/Upholstered,65 m²,3 rooms,Upholstered
Apartment Wittevrouwensingel,3581 GC Utrecht (Buiten Wittevrouwen),"€2,995 per month",218 m²/4 rooms/Before 1906,218 m²,4 rooms,Before 1906
Apartment Sofiapad,3541 EV Utrecht (Leeuwesteyn),"€2,920 per month",208 m²/6 rooms/2011-2020,208 m²,6 rooms,2011-2020
Apartment Mariaplaats,"3511 LL Utrecht (Lange Elisabethstraat, Mariaplaats en omgeving)","€2,100 per month",115 m²/3 rooms/Furnished,115 m²,3 rooms,Furnished
House Zonstraat,3581 MX Utrecht (Oudwijk),"€1,900 per month",96 m²/4 rooms/Furnished,96 m²,4 rooms,Furnished
Apartment Reyer Anslostraat,3522 DK Utrecht (Rivierenwijk),"€2,100 per month",84 m²/3 rooms/Upholstered,84 m²,3 rooms,Upholstered
Apartment Vleutenseweg,"3532 HX Utrecht (Laan van Nieuw-Guinea, Spinozaweg e.o.)","€2,295 per month",105 m²/3 rooms/Furnished,105 m²,3 rooms,Furnished
Apartment Vleutenseweg,"3532 HX Utrecht (Laan van Nieuw-Guinea, Spinozaweg e.o.)","€1,795 per month",68 m²/2 rooms/Upholstered,68 m²,2 rooms,Upholstered
Apartment Kwartelstraat,3514 EV Utrecht (Vogelenbuurt),"€2,500 per month",110 m²/6 rooms/1904,110 m²,6 rooms,1904
Apartment Brigittenstraat,3512 KK Utrecht (Nieuwegracht-Oost),"€3,000 per month",145 m²/4 rooms/Upholstered,145 m²,4 rooms,Upholstered
Apartment Hopakker,3514 BS Utrecht (Vogelenbuurt),"€1,475 per month",60 m²/2 rooms/Upholstered,60 m²,2 rooms,Upholstered
Apartment Maliestraat 1 5,3581 SH Utrecht (Buiten Wittevrouwen),"€1,695 per month",60 m²/2 rooms/Upholstered or furnished,60 m²,2 rooms,Upholstered or furnished
Apartment Louise de Colignystraat,3583 TV Utrecht (Wilhelminapark en omgeving),"€2,450 per month",110 m²/3 rooms/Upholstered,110 m²,3 rooms,Upholstered
Apartment Pablo Picassostraat,3544 NX Utrecht (Het Zand-West),"€1,295 per month",85 m²/3 rooms/2022,85 m²,3 rooms,2022
House Ornsteinsingel,3571 HS Utrecht (Tuindorp en Van Lieflandlaan-West),"€2,995 per month",145 m²/5 rooms/Upholstered,145 m²,5 rooms,Upholstered
Apartment Dillenburgstraat,3583 VA Utrecht (Wilhelminapark en omgeving),"€2,400 per month",120 m²/5 rooms/Furnished,120 m²,5 rooms,Furnished
Apartment Kwartelstraat 32 Bis,3514 EW Utrecht (Vogelenbuurt),"€1,895 per month",110 m²/3 rooms/Upholstered,110 m²,3 rooms,Upholstered
House Shakespearelaan,3533 CX Utrecht (Oog in Al),"€3,750 per month",205 m²/6 rooms/Upholstered,205 m²,6 rooms,Upholstered
Apartment Wisselstraat,3551 WG Utrecht (2e Daalsebuurt en omgeving),"€1,490 per month",47 m²/2 rooms/2021-2030,47 m²,2 rooms,2021-2030
Apartment Bemuurde Weerd O.Z. 50,3514 AS Utrecht (Lauwerecht),"€1,295 per month",53 m²/2 rooms/Upholstered,53 m²,2 rooms,Upholstered
House Eligenstraat,3512 PT Utrecht (Lange Nieuwstraat en omgeving),"€2,695 per month",150 m²/4 rooms/Upholstered,150 m²,4 rooms,Upholstered
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),€633 per month,30 m²/1 room/Upholstered,30 m²,1 room,Upholstered
Apartment Huizingalaan,"3572 LL Utrecht (Huizingalaan, K. Doormanlaan en omgeving)","€1,800 per month",35 m²/1 room/Furnished,35 m²,1 room,Furnished
Apartment Huizingalaan,"3572 LL Utrecht (Huizingalaan, K. Doormanlaan en omgeving)","€2,100 per month",45 m²/2 rooms/Furnished,45 m²,2 rooms,Furnished
House Merwedeplantsoen,3522 JS Utrecht (Rivierenwijk),"€1,495 per month",85 m²/4 rooms/Upholstered,85 m²,4 rooms,Upholstered
Apartment Ambachtstraat,3512 ES Utrecht (Nobelstraat en omgeving),"€1,450 per month",48 m²/2 rooms/Furnished,48 m²,2 rooms,Furnished
Apartment Nieuwegracht,3512 LP Utrecht (Nieuwegracht-Oost),"€1,575 per month",70 m²/2 rooms/Furnished,70 m²,2 rooms,Furnished
Apartment Kromme Nieuwegracht,3512 HJ Utrecht (Nobelstraat en omgeving),"€1,650 per month",60 m²/2 rooms/Upholstered,60 m²,2 rooms,Upholstered
Apartment Westerdijk 18 K,3513 EW Utrecht (Pijlsweerd-Zuid),"€1,300 per month",53 m²/2 rooms/Upholstered,53 m²,2 rooms,Upholstered
House Ray Connifpad,3543 GS Utrecht (Terwijde-Oost),"€2,250 per month",135 m²/5 rooms/Upholstered,135 m²,5 rooms,Upholstered
Apartment Bellamystraat,3514 EJ Utrecht (Vogelenbuurt),"€2,450 per month",113 m²/4 rooms/Upholstered,113 m²,4 rooms,Upholstered
Apartment Buurkerkhof,"3511 KC Utrecht (Lange Elisabethstraat, Mariaplaats en omgeving)","€1,495 per month",62 m²/2 rooms/Furnished,62 m²,2 rooms,Furnished
Apartment Goedestraat,3572 RW Utrecht (Wittevrouwen),"€1,575 per month",77 m²/2 rooms/Furnished,77 m²,2 rooms,Furnished
Apartment Pablo Picassostraat,3544 NX Utrecht (Het Zand-West),"€1,750 per month",93 m²/3 rooms/Upholstered,93 m²,3 rooms,Upholstered
Apartment Oudegracht,"3511 AH Utrecht (Lange Elisabethstraat, Mariaplaats en omgeving)","€1,825 per month",70 m²/2 rooms/Furnished,70 m²,2 rooms,Furnished
Apartment Oudegracht,3511 AD Utrecht (Wijk C),"€1,750 per month",61 m²/2 rooms/Furnished,61 m²,2 rooms,Furnished
Apartment Marmerplein,3572 CT Utrecht (Wittevrouwen),"€2,250 per month",90 m²/5 rooms/Upholstered or furnished,90 m²,5 rooms,Upholstered or furnished
Apartment Veilinghavenkade,3521 AT Utrecht (Dichterswijk),"€2,295 per month",130 m²/4 rooms/Upholstered,130 m²,4 rooms,Upholstered
Apartment Voorsterbeeklaan,3521 DE Utrecht (Dichterswijk),"€2,250 per month",90 m²/3 rooms/Furnished,90 m²,3 rooms,Furnished
Apartment Trans,"3512 JJ Utrecht (Domplein, Neude, Janskerkhof)","€2,195 per month",95 m²/3 rooms/Upholstered,95 m²,3 rooms,Upholstered
Apartment Emmalaan,3581 HN Utrecht (Wilhelminapark en omgeving),"€2,495 per month",100 m²/3 rooms/Furnished,100 m²,3 rooms,Furnished
Apartment Twijnstraat,3511 ZG Utrecht (Lange Nieuwstraat en omgeving),"€1,685 per month",75 m²/2 rooms/8 m²,75 m²,2 rooms,8 m²
House Versantvoortstraat,5615 AR Eindhoven (Bloemenplein),"€1,795 per month",137 m²/7 rooms/Furnished,137 m²,7 rooms,Furnished
House Lijmbeekstraat,5612 NJ Eindhoven (Limbeek-Noord),"€1,850 per month",128 m²/5 rooms/Upholstered,128 m²,5 rooms,Upholstered
Apartment Wal,5611 GG Eindhoven (Binnenstad),"€1,850 per month",74 m²/3 rooms/Furnished,74 m²,3 rooms,Furnished
Room Paradijslaan,5611 KP Eindhoven (Bergen),€585 per month,20 m²/1 room/Furnished,20 m²,1 room,Furnished
House Urkhovenseweg,5641 KC Eindhoven (Urkhoven),"€1,600 per month",124 m²/4 rooms/Upholstered,124 m²,4 rooms,Upholstered
Room Nansenstraat,5623 PH Eindhoven (Oude Toren),€440 per month,12 m²/6 rooms/Furnished,12 m²,6 rooms,Furnished
Room Pieter Breughelstraat,5613 KA Eindhoven (Lakerlopen),€440 per month,14 m²/1 room/Furnished,14 m²,1 room,Furnished
Apartment Molenveld,5611 EX Eindhoven (Binnenstad),"€1,975 per month",150 m²/3 rooms/Upholstered or furnished,150 m²,3 rooms,Upholstered or furnished
Apartment Geldropseweg,5611 SH Eindhoven (Binnenstad),€675 per month,29 m²/1 room/Furnished,29 m²,1 room,Furnished
Apartment Stoomstraat,5617 AS Eindhoven (Strijp S),"€1,900 per month",118 m²/3 rooms/Upholstered,118 m²,3 rooms,Upholstered
House Valklaan,5613 EC Eindhoven (Villapark),"€2,595 per month",167 m²/5 rooms/Upholstered,167 m²,5 rooms,Upholstered
Apartment Leenderweg,5643 AK Eindhoven (Kruidenbuurt),"€1,175 per month",35 m²/2 rooms/Upholstered,35 m²,2 rooms,Upholstered
Apartment Leenderweg,5643 AK Eindhoven (Kruidenbuurt),€775 per month,20 m²/2 rooms/Upholstered,20 m²,2 rooms,Upholstered
Apartment Leenderweg,5643 AK Eindhoven (Kruidenbuurt),€775 per month,20 m²/1 room/Upholstered,20 m²,1 room,Upholstered
Room Kerkstraat,5611 GK Eindhoven (Binnenstad),€400 per month,10 m²/1 room/Furnished,10 m²,1 room,Furnished
Apartment Groot Paradijs 89,5611 KA Eindhoven (Bergen),"€1,825 per month",130 m²/3 rooms/Upholstered,130 m²,3 rooms,Upholstered
House Nabucco,5629 NS Eindhoven (Blixembosch-Oost),"€1,800 per month",108 m²/4 rooms/Upholstered,108 m²,4 rooms,Upholstered
Apartment Strijpsestraat,5616 GN Eindhoven (Schoot),"€1,150 per month",58 m²/2 rooms/Upholstered,58 m²,2 rooms,Upholstered
House Siermanhof 12,5616 VG Eindhoven (Schoot),"€1,895 per month",123 m²/5 rooms/Upholstered,123 m²,5 rooms,Upholstered
Apartment Anton Philipslaan,5616 TW Eindhoven (Philipsdorp),"€2,000 per month",102 m²/3 rooms/Furnished,102 m²,3 rooms,Furnished
Apartment Willemstraat,5611 HB Eindhoven (Bergen),"€2,325 per month",119 m²/3 rooms/Upholstered,119 m²,3 rooms,Upholstered
Apartment De Remise,5611 CX Eindhoven (Binnenstad),"€1,600 per month",80 m²/3 rooms/Furnished,80 m²,3 rooms,Furnished
Apartment Wal,5611 GG Eindhoven (Binnenstad),"€1,700 per month",64 m²/2 rooms/Furnished,64 m²,2 rooms,Furnished
House Fruinlaan,5624 EK Eindhoven (Prinsejagt),"€1,650 per month",105 m²/4 rooms/Upholstered,105 m²,4 rooms,Upholstered
Apartment Grote Berg 62 H,5611 KL Eindhoven (Bergen),"€1,695 per month",70 m²/2 rooms/Furnished,70 m²,2 rooms,Furnished
Apartment Willem de Bruynstraat,5622 KJ Eindhoven (Mensfort),"€1,350 per month",113 m²/3 rooms/2001-2010,113 m²,3 rooms,2001-2010
Room Kloosterdreef,5612 CT Eindhoven (Gildebuurt),€470 per month,14 m²/2 rooms/Furnished,14 m²,2 rooms,Furnished
Apartment Carmelitessenstraat,5652 EW Eindhoven (Het Ven),€975 per month,50 m²/1 room/Upholstered,50 m²,1 room,Upholstered
House Aalsterweg,5644 RJ Eindhoven (Genneperzijde),"€5,250 per month",244 m²/5 rooms/Furnished,244 m²,5 rooms,Furnished
Apartment Mauritsstraat,"5611 GV Eindhoven (Eliasterrein, Vonderkwartier)","€1,350 per month",42 m²/2 rooms/Furnished,42 m²,2 rooms,Furnished
Apartment Bomanshof,5611 NN Eindhoven (Elzent-Noord),"€1,450 per month",100 m²/3 rooms/Upholstered,100 m²,3 rooms,Upholstered
House Rodinstraat,5623 EK Eindhoven (Rapenland),"€1,595 per month",125 m²/5 rooms/Furnished,125 m²,5 rooms,Furnished
House Lijmbeekstraat,5612 NJ Eindhoven (Limbeek-Noord),"€1,850 per month",128 m²/5 rooms/Upholstered,128 m²,5 rooms,Upholstered
House Versantvoortstraat,5615 AR Eindhoven (Bloemenplein),"€1,795 per month",137 m²/7 rooms/Furnished,137 m²,7 rooms,Furnished
House Daumierstraat,5623 EV Eindhoven (Rapenland),"€1,750 per month",123 m²/5 rooms/Upholstered,123 m²,5 rooms,Upholstered
House van Vorststraat,5622 CX Eindhoven (Kronehoef),"€1,895 per month",110 m²/6 rooms/Upholstered,110 m²,6 rooms,Upholstered
Apartment Resedastraat,5644 CK Eindhoven (Kerstroosplein),"€1,125 per month",45 m²/2 rooms/Upholstered,45 m²,2 rooms,Upholstered
Apartment Hoogstraat,5615 PB Eindhoven (Schrijversbuurt),"€1,350 per month",65 m²/2 rooms/Furnished,65 m²,2 rooms,Furnished
Apartment Den Biest,5615 AT Eindhoven (Bloemenplein),"€1,950 per month",130 m²/3 rooms/Upholstered,130 m²,3 rooms,Upholstered
House Aalsterweg,5644 RB Eindhoven (Gerardusplein),"€3,750 per month",350 m²/5 rooms/Upholstered or furnished,350 m²,5 rooms,Upholstered or furnished
Apartment Hertogstraat,5611 PB Eindhoven (Binnenstad),"€1,395 per month",40 m²/2 rooms/Furnished,40 m²,2 rooms,Furnished
Studio van Gentstraat,5612 KM Eindhoven (Hemelrijken),"€1,025 per month",21 m²/1 room/Furnished,21 m²,1 room,Furnished
Apartment Graaf Adolfstraat,5616 BZ Eindhoven (Engelsbergen),"€1,575 per month",63 m²/2 rooms/Furnished,63 m²,2 rooms,Furnished
Apartment Rijnstraat,5626 AK Eindhoven (Kerkdorp Acht),"€1,600 per month",100 m²/3 rooms/Upholstered,100 m²,3 rooms,Upholstered
Apartment Kardinaal van Rossumlaan,5645 ED Eindhoven (Burghplan),"€1,380 per month",68 m²/3 rooms/Furnished,68 m²,3 rooms,Furnished
Apartment Veldmaarschalk Montgomerylaan 669 L,5612 BP Eindhoven (Gildebuurt),"€1,350 per month",52 m²/2 rooms/Furnished,52 m²,2 rooms,Furnished
Apartment de Koppele,5632 LJ Eindhoven (Vaartbroek),"€1,325 per month",48 m²/2 rooms/Furnished,48 m²,2 rooms,Furnished
Apartment Jan Smitzlaan,5611 LD Eindhoven (Elzent-Noord),"€1,850 per month",122 m²/3 rooms/Upholstered,122 m²,3 rooms,Upholstered
Apartment Karel de Grotelaan,5615 SV Eindhoven (Oude Spoorbaan),"€1,495 per month",75 m²/3 rooms/Furnished,75 m²,3 rooms,Furnished
Apartment Stoomstraat,5617 AS Eindhoven (Strijp S),"€2,200 per month",118 m²/3 rooms/Upholstered,118 m²,3 rooms,Upholstered
Apartment Stoomstraat,5617 AS Eindhoven (Strijp S),"€1,850 per month",77 m²/3 rooms/Upholstered,77 m²,3 rooms,Upholstered
Apartment Treurenburgstraat,5613 EA Eindhoven (Villapark),"€1,750 per month",135 m²/4 rooms/Upholstered,135 m²,4 rooms,Upholstered
Studio Markt,5611 EC Eindhoven (Binnenstad),"€1,425 per month",40 m²/2 rooms/Furnished,40 m²,2 rooms,Furnished
Apartment Markt,5611 EC Eindhoven (Binnenstad),"€1,325 per month",32 m²/2 rooms/Furnished,32 m²,2 rooms,Furnished
Studio Markt,5611 EC Eindhoven (Binnenstad),"€1,500 per month",40 m²/2 rooms/Furnished,40 m²,2 rooms,Furnished
Apartment Lichtstraat 219,5611 XG Eindhoven (Witte Dame),"€1,950 per month",94 m²/3 rooms/Furnished,94 m²,3 rooms,Furnished
Room Bennekelstraat,5654 DE Eindhoven (Bennekel-Oost),€490 per month,14 m²/1 room/Furnished,14 m²,1 room,Furnished
Studio Generaal Marshallweg,5623 HA Eindhoven (Generalenbuurt),€540 per month,13 m²/1 room/Upholstered,13 m²,1 room,Upholstered
Apartment Mignot en De Blockplein,5611 CG Eindhoven (Binnenstad),"€1,750 per month",92 m²/3 rooms/Upholstered,92 m²,3 rooms,Upholstered
Apartment Karel de Grotelaan,5615 ST Eindhoven (Oude Spoorbaan),"€1,600 per month",87 m²/2 rooms/Furnished,87 m²,2 rooms,Furnished
Apartment Vincent van den Heuvellaan,5612 MZ Eindhoven (Woenselse Watermolen),"€1,895 per month",70 m²/3 rooms/Upholstered,70 m²,3 rooms,Upholstered
Apartment Smalle Haven,5611 EJ Eindhoven (Binnenstad),€975 per month,30 m²/1 room/1906,30 m²,1 room,1906
Apartment Ploegstraat,5615 HA Eindhoven (Schrijversbuurt),"€1,575 per month",73 m²/2 rooms/Furnished,73 m²,2 rooms,Furnished
House Orpheuslaan,5631 BR Eindhoven (Oude Gracht-West),"€3,850 per month",165 m²/6 rooms/Furnished,165 m²,6 rooms,Furnished
House Lijmbeekstraat,5612 NJ Eindhoven (Limbeek-Noord),"€1,850 per month",128 m²/5 rooms/Upholstered,128 m²,5 rooms,Upholstered
House Versantvoortstraat,5615 AR Eindhoven (Bloemenplein),"€1,795 per month",137 m²/7 rooms/Furnished,137 m²,7 rooms,Furnished
Apartment Smalle Haven,5611 EH Eindhoven (Binnenstad),"€3,250 per month",135 m²/2 rooms/Furnished,135 m²,2 rooms,Furnished
Studio van Gentstraat,5612 KM Eindhoven (Hemelrijken),"€1,025 per month",17 m²/1 room/Furnished,17 m²,1 room,Furnished
Room Vignolaweg,5624 CG Eindhoven (Prinsejagt),€470 per month,14 m²/7 rooms/Furnished,14 m²,7 rooms,Furnished
House Alzira,5629 NJ Eindhoven (Blixembosch-Oost),"€1,795 per month",119 m²/4 rooms/Furnished,119 m²,4 rooms,Furnished
Apartment Hertog Hendrik van Brabantplein,5611 PE Eindhoven (Rochusbuurt),"€1,400 per month",72 m²/3 rooms/Upholstered,72 m²,3 rooms,Upholstered
Apartment Schoolstraat,5612 KT Eindhoven (Hemelrijken),"€1,245 per month",66 m²/1 room/Upholstered,66 m²,1 room,Upholstered
Apartment Lichtstraat,5611 XD Eindhoven (Witte Dame),"€1,895 per month",88 m²/3 rooms/Furnished,88 m²,3 rooms,Furnished
House Heilige Geeststraat 62,5611 HR Eindhoven (Bergen),"€1,900 per month",130 m²/2 rooms/Upholstered or furnished,130 m²,2 rooms,Upholstered or furnished
Apartment Pisanostraat,5623 CH Eindhoven (Rapenland),"€1,650 per month",81 m²/3 rooms/Upholstered or furnished,81 m²,3 rooms,Upholstered or furnished
Apartment Smalle Haven,5611 EH Eindhoven (Binnenstad),"€3,250 per month",132 m²/3 rooms/Furnished,132 m²,3 rooms,Furnished
Apartment Karel de Grotelaan,5615 ST Eindhoven (Oude Spoorbaan),"€1,350 per month",80 m²/2 rooms/Furnished,80 m²,2 rooms,Furnished
Apartment Wal,5611 GG Eindhoven (Binnenstad),"€1,700 per month",51 m²/2 rooms/Furnished,51 m²,2 rooms,Furnished
Apartment Mimosaplein,5643 CJ Eindhoven (Nieuwe Erven),"€1,595 per month",75 m²/2 rooms/Upholstered,75 m²,2 rooms,Upholstered
Apartment Wal,5611 GG Eindhoven (Binnenstad),"€1,850 per month",93 m²/3 rooms/Furnished,93 m²,3 rooms,Furnished
Apartment Wal,5611 GG Eindhoven (Bergen),"€1,700 per month",75 m²/2 rooms/Furnished,75 m²,2 rooms,Furnished
Studio van Gentstraat,5612 KM Eindhoven (Hemelrijken),€625 per month,16 m²/1 room/Furnished,16 m²,1 room,Furnished
House Winselerhof 16,5625 LX Eindhoven ('t Hool),"€1,950 per month",183 m²/5 rooms/Upholstered,183 m²,5 rooms,Upholstered
Apartment Volderhof,5611 AK Eindhoven (Binnenstad),"€1,450 per month",65 m²/2 rooms/Furnished,65 m²,2 rooms,Furnished
Room Kloosterdreef,5612 CT Eindhoven (Gildebuurt),€520 per month,12 m²/1 room/Furnished,12 m²,1 room,Furnished
Room Adonispad,5631 GP Eindhoven (Oude Gracht-West),€450 per month,11 m²/1 room/Furnished,11 m²,1 room,Furnished
Apartment Boschdijk,5621 JC Eindhoven (Woensel-West),"€1,065 per month",40 m²/2 rooms/Upholstered,40 m²,2 rooms,Upholstered
Studio Geldropseweg,5611 SJ Eindhoven (Rochusbuurt),€845 per month,26 m²/1 room/Furnished,26 m²,1 room,Furnished
Room Thomas à Kempislaan,5643 NT Eindhoven (Sintenbuurt),€440 per month,12 m²/1 room/Furnished,12 m²,1 room,Furnished
Studio Kruisstraat,5612 CH Eindhoven (Hemelrijken),Price on request,18 m²/1 room/Upholstered,18 m²,1 room,Upholstered
Apartment Vincent van den Heuvellaan,5612 MZ Eindhoven (Woenselse Watermolen),"€2,950 per month",161 m²/4 rooms/Furnished,161 m²,4 rooms,Furnished
Apartment Fazantlaan,5613 CA Eindhoven (Villapark),"€1,575 per month",59 m²/2 rooms/Furnished,59 m²,2 rooms,Furnished
House Generaal Stedmanstraat 51,5623 HW Eindhoven (Generalenbuurt),"€1,550 per month",90 m²/5 rooms/142 m²,90 m²,5 rooms,142 m²
Apartment Meerwater,5658 LN Eindhoven (Meerrijk),"€1,950 per month",123 m²/4 rooms/Upholstered,123 m²,4 rooms,Upholstered
Apartment Canadastraat,5651 CG Eindhoven (Drents Dorp),€985 per month,55 m²/3 rooms/1931,55 m²,3 rooms,1931
Apartment Venuslaan,5632 HH Eindhoven (Eckart),"€1,895 per month",95 m²/4 rooms/Furnished,95 m²,4 rooms,Furnished
House Versantvoortstraat,5615 AR Eindhoven (Bloemenplein),"€1,795 per month",137 m²/7 rooms/Furnished,137 m²,7 rooms,Furnished
House Lijmbeekstraat,5612 NJ Eindhoven (Limbeek-Noord),"€1,850 per month",128 m²/5 rooms/Upholstered,128 m²,5 rooms,Upholstered
Apartment Hoogstraat,5654 NB Eindhoven (Bennekel-Oost),"€1,650 per month",100 m²/3 rooms/Furnished,100 m²,3 rooms,Furnished
Apartment Mignot en De Blockplein,5611 CG Eindhoven (Binnenstad),"€1,895 per month",92 m²/3 rooms/Furnished,92 m²,3 rooms,Furnished
Apartment Willem de Bruynstraat,5622 KJ Eindhoven (Mensfort),"€1,775 per month",113 m²/3 rooms/Upholstered,113 m²,3 rooms,Upholstered
Apartment Stoomstraat,5617 AS Eindhoven (Strijp S),"€2,300 per month",118 m²/2 rooms/Upholstered,118 m²,2 rooms,Upholstered
House Runstraat,5622 AX Eindhoven (Kronehoef),"€1,350 per month",110 m²/4 rooms/Upholstered,110 m²,4 rooms,Upholstered
Apartment Stoomstraat,5617 AS Eindhoven (Strijp S),"€1,895 per month",95 m²/3 rooms/Upholstered,95 m²,3 rooms,Upholstered
Apartment Keizer Karel V Singel,5654 NM Eindhoven (Blaarthem),"€1,425 per month",100 m²/3 rooms/Furnished,100 m²,3 rooms,Furnished
House Bourgognelaan,5627 KV Eindhoven (Achtse Barrier-Gunterslaer),"€1,900 per month",120 m²/5 rooms/Furnished,120 m²,5 rooms,Furnished
